appgenre_id,appid,genres_id
456,15120,2
457,15130,2
458,15130,3
459,15160,21
460,15170,24
461,15190,2
462,15200,21
463,15210,21
464,15240,21
465,15270,2
466,15300,2
467,15320,21
468,15370,24
469,15380,24
470,15390,2
471,15400,14
472,15400,24
473,15500,6
474,15500,14
475,15520,2
476,15520,14
477,15520,23
478,15560,2
479,15560,14
480,15560,23
481,15620,24
482,15700,3
483,15710,3
484,15740,2
485,15740,3
486,15740,24
487,15750,2
488,15750,3
489,15750,24
490,15800,6
491,15800,14
492,15900,6
493,15910,6
494,15920,6
495,15930,6
496,15960,6
497,15970,6
498,16000,6
499,16020,6
500,16030,6
501,16040,6
502,16060,6
503,16100,6
504,16100,21
505,16110,6
506,16110,21
507,16120,6
508,16120,21
509,16130,6
510,16130,21
511,16180,6
512,16180,21
513,16200,6
514,16200,21
515,16450,2
516,16500,6
517,16500,14
518,16600,14
519,16600,18
520,16600,23
521,16620,14
522,16620,18
523,16620,23
524,16710,2
525,16710,3
526,16720,2
527,16730,2
528,16810,24
529,16900,2
530,16900,9
531,16900,14
532,17080,2
533,17080,11
534,17100,21
535,17100,24
536,17120,21
537,17120,24
538,17140,19
539,17140,24
540,17180,24
541,17300,2
542,17330,2
543,17390,21
544,17410,2
545,17410,3
546,17430,2
547,17430,18
548,17440,21
549,17450,19
550,17460,2
551,17460,19
552,17470,2
553,17480,24
554,17500,2
555,17500,11
556,17500,14
557,17570,2
558,17570,11
559,17570,14
560,17710,2
561,17710,24
562,17740,2
563,17740,11
564,17740,24
565,18000,3
566,18000,19
567,18020,3
568,18020,19
569,18040,2
570,18040,14
571,18040,19
572,18050,2
573,18050,14
574,18050,19
575,18070,2
576,18070,3
577,18070,19
578,18120,2
579,18120,6
580,18120,14
581,18120,24
582,18300,6
583,18300,14
584,18400,6
585,18400,24
586,18420,6
587,18420,24
588,18470,24
589,18480,3
590,18500,14
591,18500,24
592,18600,14
593,18600,24
594,18700,2
595,18700,14
596,18820,2
597,18820,14
598,18820,18
599,18820,23
600,19000,3
601,19020,6
602,19020,19
603,19030,2
604,19030,3
605,19080,2
606,19080,3
607,19080,6
608,19200,2
609,19200,14
610,19320,2
611,19320,6
612,19320,14
613,19500,3
614,19500,14
615,19800,2
616,19830,2
617,19900,2
618,19980,2
619,19980,3
620,20200,6
621,20200,14
622,20200,23
623,20510,2
624,20510,19
625,20530,2
626,20540,24
627,20550,2
628,20550,24
629,20570,24
630,20700,2
631,20700,14
632,20700,24
633,20710,2
634,20710,14
635,20710,24
636,20820,2
637,20820,14
638,20900,2
639,20900,19
640,20920,19
641,21000,2
642,21000,3
643,21010,2
644,21030,2
645,21090,2
646,21100,2
647,21130,2
648,21130,3
649,21300,6
650,21300,14
651,21400,2
652,21400,14
653,21400,24
654,21500,18
655,21640,6
656,21640,24
657,21660,2
658,21670,2
659,21670,3
660,21680,2
661,21690,2
662,21690,3
663,21780,18
664,21800,24
665,21980,2
666,22000,14
667,22100,14
668,22100,19
669,22120,2
670,22120,3
671,22120,13
672,22120,14
673,22120,16
674,22130,24
675,22180,2
676,22180,3
677,22180,13
678,22180,14
679,22200,2
680,22200,14
681,22230,2
682,22230,14
683,22230,18
684,22230,24
685,22300,19
686,22310,2
687,22320,19
688,22330,19
689,22350,2
690,22350,11
691,22370,19
692,22380,2
693,22380,19
694,22450,2
695,22450,3
696,22500,24
697,22600,24
698,22610,2
699,22650,2
700,22670,2
701,23150,6
702,23150,14
703,23300,6
704,23380,19
705,23400,21
706,23400,24
707,23420,24
708,23450,21
709,23450,24
710,23460,2
711,23460,3
712,23460,24
713,23490,21
714,23490,24
715,23500,6
716,23500,19
717,23530,2
718,23600,14
719,23600,19
720,23600,24
721,23700,6
722,24010,21
723,24200,2
724,24200,3
725,24200,11
726,24200,15
727,24200,19
728,24240,2
729,24400,19
730,24400,24
731,24410,24
732,24420,14
733,24460,19
734,24460,24
735,24480,19
736,24480,24
737,24640,21
738,24650,21
739,24670,21
740,24720,2
741,24720,21
742,24740,18
743,24780,21
744,24780,24
745,24790,24
746,24800,24
747,24810,24
748,24840,2
749,24870,18
750,24960,2
751,24980,19
752,25000,2
753,25000,14
754,25010,2
755,25500,14
756,25500,21
757,25500,23
758,25600,14
759,25600,19
760,25620,14
761,25620,19
762,25700,14
763,25800,24
764,25830,24
765,25850,19
766,25850,24
767,25890,24
768,25900,19
769,25900,24
770,25910,24
771,25930,24
772,25980,21
773,25980,24
774,25990,21
775,25990,24
776,26000,2
777,26000,14
778,26300,2
779,26300,14
780,26800,6
781,26800,14
782,26800,24
783,26900,6
784,26900,14
785,27000,3
786,27000,14
787,27020,14
788,27020,21
789,27050,3
790,27050,6
791,27050,14
792,27200,23
793,27330,2
794,27400,6
795,27400,14
796,27400,19
797,27600,6
798,27600,14
799,27800,14
800,27810,14
801,27900,2
802,27900,3
803,27920,2
804,27920,14
805,27940,2
806,27940,14
807,28000,2
808,29120,6
809,29120,14
810,29130,6
811,29130,14
812,29160,3
813,29160,14
814,29180,6
815,29180,14
816,29800,2
817,29800,3
818,29800,6
819,29800,14
820,29800,19
821,29800,24
822,29900,2
823,31270,3
824,31270,6
825,31300,2
826,31800,3
827,31810,3
828,31820,3
829,31830,3
830,31840,3
831,31850,3
832,31860,3
833,31870,3
834,31870,6
835,31880,3
836,31890,2
837,31900,3
838,31910,3
839,31920,3
840,31930,3
841,31980,3
842,32000,6
843,32000,14
844,32110,6
845,32120,6
846,32140,3
847,32140,6
848,32150,6
849,32150,14
850,32150,24
851,32160,6
852,32160,23
853,32200,2
854,32200,14
855,32200,18
856,32200,23
857,32310,3
858,32330,2
859,32330,3
860,32340,3
861,32350,2
862,32350,21
863,32360,3
864,32370,3
865,32370,19
866,32380,2
867,32390,2
868,32400,2
869,32410,6
870,32420,2
871,32430,2
872,32440,3
873,32450,3
874,32460,3
875,32470,24
876,32500,2
877,32510,2
878,32510,3
879,32610,2
880,32620,2
881,32630,2
882,32640,2
883,32650,2
884,32660,2
885,32670,2
886,32680,2
887,32710,21
888,32720,21
889,32730,21
890,32740,21
891,32750,2
892,32750,21
893,32760,21
894,32770,2
895,32900,6
896,32900,14
897,32900,21
898,32900,24
899,33100,2
900,33100,14
901,33100,19
902,33110,2
903,33110,14
904,33110,19
905,33120,2
906,33120,14
907,33120,19
908,33130,2
909,33130,14
910,33130,19
911,33180,2
912,33180,14
913,33180,19
914,33230,2
915,33230,3
916,33320,2
917,33320,3
918,33390,2
919,33390,14
920,33460,3
921,33460,21
922,33520,21
923,33520,24
924,33570,19
925,33570,21
926,33570,24
927,33600,3
928,33610,3
929,33620,2
930,33620,18
931,33650,6
932,33660,6
933,33660,14
934,33670,19
935,33670,24
936,33680,14
937,33760,6
938,33770,19
939,33790,6
940,33900,2
941,33900,21
942,33900,24
943,33930,2
944,33930,21
945,33930,24
946,33950,6
947,33950,14
948,33980,2
949,33990,3
950,34010,2
951,34010,19
952,34030,24
953,34190,18
954,34410,2
955,34420,24
956,34500,14
957,34500,21
958,34500,24
959,34600,24
960,34630,24
961,34640,24
962,34800,3
963,34810,2
964,34810,21
965,34820,21
966,34830,2
967,34870,2
968,34900,14
969,34920,2
970,34920,6
971,34920,14
972,35000,2
973,35000,3
974,35070,6
975,35130,2
976,35130,3
977,35140,2
978,35140,3
979,35300,24
980,35310,2
981,35310,18
982,35320,18
983,35450,2
984,35450,15
985,35450,21
986,35460,2
987,35460,3
988,35460,14
989,35480,6
990,35480,14
991,35480,24
992,35600,3
993,35600,6
994,35600,24
995,35700,2
996,35700,3
997,35700,14
998,35720,2
999,35720,3
1000,35720,14
1001,35800,6
1002,35800,14
1003,36000,2
1004,36000,14
1005,36100,6
1006,36130,6
1007,36180,6
1008,36210,6
1009,36240,6
1010,36300,6
1011,36310,6
1012,36310,24
1013,36320,3
1014,36320,6
1015,36900,2
1016,36900,21
1017,36910,2
1018,36910,21
1019,37000,2
1020,37000,3
1021,37000,16
1022,37010,2
1023,37030,24
1024,37100,2
1025,37100,14
1026,37100,19
1027,37210,21
1028,37220,21
1029,37230,21
1030,37240,21
1031,37260,3
1032,37270,3
1033,37270,19
1034,37280,21
1035,37300,21
1036,37310,6
1037,37320,6
1038,37330,6
1039,37340,6
1040,37370,6
1041,37380,6
1042,37390,6
1043,37400,3
1044,37400,14
1045,37500,6
1046,37500,14
1047,37600,3
1048,37600,6
1049,37600,14
1050,37700,2
1051,37800,6
1052,37800,14
1053,37960,6
1054,38000,6
1055,38070,6
1056,38070,21
1057,38080,21
1058,38090,21
1059,38100,21
1060,38110,21
1061,38120,6
1062,38130,6
1063,38140,6
1064,38150,6
1065,38160,6
1066,38170,6
1067,38180,6
1068,38190,6
1069,38210,6
1070,38230,21
1071,38400,19
1072,38410,19
1073,38420,24
1074,38430,2
1075,38450,2
1076,38460,2
1077,38490,2
1078,38490,3
1079,38600,6
1080,38600,14
1081,38700,6
1082,38700,14
1083,38720,6
1084,38720,14
1085,38720,24
1086,38740,2
1087,38740,14
1088,39000,3
1089,39000,21
1090,39000,24
1091,39110,6
1092,39120,11
1093,39120,15
1094,39120,19
1095,39140,19
1096,39150,19
1097,39190,19
1098,39200,19
1099,39210,15
1100,39210,19
1101,39500,2
1102,39500,19
1103,39510,2
1104,39510,19
1105,39520,21
1106,39520,24
1107,39540,2
1108,39540,19
1109,39560,2
1110,39630,2
1111,39640,2
1112,39650,21
1113,39650,24
1114,39660,21
1115,39660,24
1116,39670,2
1117,39680,21
1118,39680,24
1119,39690,19
1120,39800,2
1121,39800,14
1122,39900,2
1123,40100,24
1124,40200,6
1125,40210,6
1126,40300,19
1127,40320,24
1128,40330,3
1129,40340,3
1130,40350,3
1131,40380,18
1132,40390,19
1133,40400,14
1134,40400,24
1135,40420,6
1136,40420,14
1137,40500,2
1138,40500,14
1139,40500,24
1140,40700,3
1141,40700,14
1142,40720,3
1143,40720,6
1144,40720,14
1145,40930,3
1146,40930,14
1147,40950,21
1148,40950,24
1149,40970,21
1150,40970,24
1151,40980,21
1152,40980,24
1153,40990,2
1154,40990,3
1155,40990,28
1156,41000,2
1157,41000,14
1158,41070,2
1159,41070,14
1160,41100,2
1161,41100,14
1162,41300,2
1163,41300,11
1164,41300,14
1165,41400,2
1166,41400,14
1167,41500,19
1168,41600,2
1169,41600,3
1170,41660,2
1171,41660,3
1172,41660,14
1173,41680,14
1174,41700,2
1175,41700,19
1176,41740,2
1177,41740,3
1178,41740,21
1179,41800,14
1180,41800,21
1181,41800,24
1182,41900,2
1183,41900,3
1184,41900,19
1185,42000,6
1186,42000,14
1187,42120,2
1188,42140,3
1189,42140,6
1190,42140,14
1191,42170,2
1192,42170,3
1193,42170,14
1194,42170,19
1195,42170,24
1196,42210,3
1197,42220,3
1198,42230,3
1199,42500,2
1200,42500,14
1201,42670,2
1202,42700,2
1203,42810,24
1204,42850,24
1205,42890,24
1206,42910,2
1207,42910,19
1208,42920,24
1209,42930,24
1210,42940,24
1211,42950,24
1212,42960,24
1213,42980,24
1214,42990,24
1215,43000,2
1216,43100,21
1217,43190,2
1218,43190,14
1219,43500,21
1220,43500,24
1221,43600,3
1222,44100,2
1223,44100,14
1224,44100,18
1225,44350,18
1226,44350,23
1227,44360,18
1228,44360,21
1229,44360,23
1230,44600,18
1231,44600,23
1232,44680,18
1233,44690,18
1234,44690,21
1235,44690,23
1236,45000,14
1237,45000,24
1238,45100,6
1239,45100,14
1240,45300,21
1241,45400,14
1242,45410,18
1243,45420,6
1244,45420,14
1245,45420,21
1246,45450,6
1247,45450,14
1248,45700,2
1249,45700,3
1250,45710,2
1251,45710,3
1252,45720,2
1253,45720,3
1254,45730,2
1255,45730,3
1256,45740,2
1257,45740,3
1258,45750,2
1259,45750,3
1260,45760,2
1261,45770,2
1262,45770,3
1263,46000,3
1264,46000,14
1265,46200,2
1266,46200,18
1267,46250,2
1268,46260,19
1269,46260,24
1270,46270,19
1271,46270,24
1272,46280,19
1273,46280,24
1274,46290,24
1275,46340,21
1276,46340,24
1277,46350,24
1278,46360,21
1279,46360,24
1280,46370,21
1281,46380,24
1282,46400,2
1283,46400,19
1284,46410,2
1285,46410,14
1286,46410,19
1287,46440,24
1288,46450,14
1289,46450,19
1290,46450,24
1291,46480,3
1292,46490,3
1293,46500,3
1294,46500,6
1295,46510,3
1296,46520,2
1297,46520,14
1298,46540,2
1299,46540,24
1300,46550,3
1301,46570,3
1302,46570,14
1303,46570,19
1304,46570,24
1305,46600,2
1306,46600,6
1307,46600,14
1308,46700,24
1309,46710,24
1310,46720,19
1311,46730,19
1312,46740,21
1313,46750,3
1314,46750,14
1315,46760,24
1316,46770,14
1317,46770,21
1318,46770,24
1319,46790,24
1320,46830,24
1321,46840,24
1322,46850,6
1323,47110,2
1324,47120,2
1325,47130,3
1326,47400,21
1327,47400,24
1328,47410,11
1329,47410,15
1330,47410,24
1331,47700,24
1332,47730,19
1333,47780,2
1334,47790,2
1335,47800,24
1336,47810,19
1337,47870,18
1338,47890,21
1339,47920,18
1340,48000,3
1341,48000,14
1342,48110,21
1343,48150,6
1344,48190,2
1345,48190,3
1346,48240,24
1347,48700,2
1348,48700,19
1349,48720,2
1350,48720,19
1351,48800,21
1352,48950,24
1353,49000,6
1354,49300,24
1355,49320,6
1356,49470,24
1357,49520,2
1358,49520,19
1359,49600,2
1360,49600,6
1361,49600,14
1362,49800,2
1363,49800,14
1364,49810,14
1365,49900,2
1366,49900,14
1367,50000,14
1368,50000,18
1369,50130,2
1370,50300,2
1371,50300,3
1372,50510,2
1373,50910,6
1374,50920,6
1375,50920,14
1376,50930,6
1377,50940,6
1378,50960,6
1379,50970,6
1380,50980,6
1381,50990,6
1382,51000,6
1383,51010,6
1384,51010,21
1385,51020,6
1386,51030,6
1387,51030,14
1388,51060,3
1389,51060,6
1390,55000,3
1391,55000,14
1392,55000,24
1393,55040,14
1394,55040,24
1395,55100,2
1396,55110,2
1397,55140,18
1398,55150,2
1399,55230,2
1400,57000,2
1401,57000,3
1402,57200,6
1403,57200,14
1404,57300,2
1405,57300,3
1406,57300,14
1407,57620,24
1408,57640,3
1409,57650,19
1410,57650,24
1411,57680,2
1412,57680,3
1413,57690,21
1414,57690,24
1415,57700,2
1416,57700,6
1417,57700,14
1418,57740,19
1419,57740,21
1420,57740,24
1421,57800,3
1422,57800,6
1423,57800,14
1424,57900,2
1425,58200,3
1426,58200,6
1427,58200,14
1428,58230,3
1429,58230,6
1430,58230,14
1431,58400,6
1432,58400,14
1433,58520,23
1434,58520,24
1435,58550,24
1436,58560,3
1437,58570,3
1438,58610,24
1439,60340,2
1440,60340,3
1441,60340,6
1442,60350,3
1443,60350,6
1444,60350,14
1445,60600,2
1446,60600,14
1447,60700,14
1448,60700,24
1449,60800,19
1450,61100,6
1451,61100,14
1452,61310,6
1453,61310,14
1454,61500,19
1455,61500,24
1456,61510,19
1457,61510,24
1458,61520,19
1459,61520,24
1460,61600,6
1461,61600,14
1462,61700,19
1463,61700,24
1464,61730,2
1465,61730,6
1466,61730,14
1467,62000,2
1468,62000,6
1469,62100,6
1470,63000,2
1471,63000,6
1472,63000,14
1473,63000,24
1474,63110,3
1475,63200,2
1476,63200,14
1477,63200,23
1478,63200,24
1479,63500,2
1480,63500,6
1481,63500,14
1482,63500,24
1483,63610,3
1484,63610,6
1485,63650,3
1486,63650,6
1487,63660,3
1488,63660,6
1489,63700,2
1490,63700,6
1491,63700,14
1492,63710,2
1493,63710,14
1494,63800,3
1495,63800,14
1496,63800,19
1497,63800,24
1498,63900,24
1499,63910,19
1500,63910,24
1501,63940,24
1502,63960,24
1503,64000,24
1504,65070,18
1505,65070,21
1506,65080,3
1507,65270,21
1508,65400,14
1509,65400,24
1510,65500,3
1511,65530,19
1512,65530,24
1513,65540,2
1514,65540,19
1515,65560,2
1516,65600,19
1517,65610,19
1518,65710,6
1519,65730,21
1520,65740,2
1521,65740,24
1522,65780,2
1523,65780,21
1524,65780,24
1525,65790,2
1526,65790,21
1527,65790,24
1528,65800,2
1529,65800,14
1530,65800,19
1531,65800,24
1532,65930,2
1533,65980,24
1534,67000,2
1535,67000,6
1536,67000,14
1537,67370,2
1538,70000,2
1539,70000,14
1540,70100,21
1541,70110,14
1542,70110,21
1543,70120,14
1544,70200,3
1545,70200,6
1546,70200,21
1547,70210,3
1548,70210,6
1549,70210,14
1550,70210,21
1551,70300,2
1552,70300,14
1553,70400,14
1554,70400,19
1555,70420,2
1556,70420,14
1557,70420,19
1558,70500,2
1559,70500,3
1560,70500,6
1561,70500,14
1562,70600,24
1563,70620,23
1564,70620,24
1565,70640,24
1566,70650,6
1567,70650,24
1568,70660,6
1569,70900,14
1570,70900,24
1571,71000,2
1572,71000,14
1573,71000,21
1574,71230,2
1575,71230,18
1576,71240,21
1577,71240,23
1578,71260,2
1579,71340,2
1580,72000,14
1581,72400,3
1582,72400,14
1583,72850,19
1584,72900,3
1585,72900,14
1586,72900,19
1587,73010,21
1588,73060,24
1589,73170,24
1590,73190,21
1591,73190,24
1592,73210,19
1593,73210,21
1594,73210,24
1595,73220,24
1596,78000,6
1597,78000,24
1598,80000,2
1599,80000,14
1600,80000,24
1601,80200,6
1602,80200,14
1603,80200,21
1604,80200,24
1605,80300,3
1606,80300,14
1607,80310,3
1608,80310,14
1609,80330,3
1610,80330,14
1611,80340,3
1612,80340,14
1613,80350,3
1614,80350,14
1615,80360,3
1616,80360,14
1617,90200,21
1618,90400,3
1619,90400,6
1620,91100,14
1621,91100,18
1622,91200,2
1623,91200,14
1624,91200,24
1625,91330,2
1626,91330,21
1627,91330,24
1628,91600,2
1629,91600,6
1630,91600,14
1631,91600,24
1632,91700,2
1633,91700,14
1634,91700,19
1635,91800,6
1636,91800,14
1637,91810,6
1638,91810,14
1639,91900,2
1640,91900,18
1641,92000,2
1642,92000,3
1643,92000,14
1644,92000,24
1645,92100,14
1646,92100,24
1647,92200,2
1648,92200,14
1649,92210,2
1650,92210,14
1651,92220,2
1652,92220,14
1653,92300,2
1654,92300,14
1655,92400,14
1656,92600,2
1657,92600,14
1658,92700,2
1659,92800,14
1660,92800,21
1661,92900,21
1662,93200,2
1663,93200,14
1664,93200,24
1665,94000,6
1666,94000,14
1667,94200,2
1668,94200,14
1669,94300,3
1670,94300,6
1671,94300,14
1672,94400,2
1673,94400,14
1674,94400,23
1675,94590,3
1676,94590,6
1677,94620,3
1678,94620,6
1679,95000,2
1680,95000,6
1681,95000,14
1682,95300,2
1683,95300,14
1684,95400,2
1685,95400,3
1686,95400,14
1687,95700,11
1688,95700,14
1689,95900,2
1690,95900,21
1691,96000,3
1692,96000,6
1693,96000,14
1694,96100,2
1695,96100,6
1696,96100,14
1697,96200,2
1698,96200,14
1699,96800,2
1700,96900,2
1701,96900,14
1702,96900,24
1703,97000,6
1704,97000,14
1705,97100,2
1706,97110,24
1707,97120,24
1708,97130,24
1709,97330,24
1710,98100,3
1711,98100,6
1712,98100,14
1713,98200,14
1714,98200,24
1715,98300,2
1716,98300,6
1717,98300,21
1718,98300,24
1719,98400,2
1720,98400,14
1721,98500,2
1722,98500,14
1723,98600,2
1724,98600,6
1725,98600,14
1726,98600,21
1727,98600,24
1728,98800,6
1729,98800,14
1730,98800,19
1731,98900,2
1732,98900,6
1733,98900,14
1734,98900,24
1735,99100,2
1736,99100,19
1737,99120,2
1738,99300,2
1739,99400,2
1740,99400,14
1741,99410,2
1742,99410,14
1743,99700,6
1744,99700,14
1745,99700,24
1746,99900,2
1747,99900,3
1748,99900,6
1749,99900,11
1750,99900,14
1751,99900,15
1752,99900,19
1753,99910,3
1754,99910,6
1755,99910,11
1756,99910,15
1757,99910,24
1758,100980,4
1759,102200,3
1760,102200,14
1761,102200,19
1762,102400,2
1763,102400,14
1764,102400,24
1765,102500,2
1766,102500,19
1767,102600,2
1768,102600,14
1769,102600,24
1770,102810,2
1771,102810,3
1772,102810,14
1773,102840,2
1774,102840,3
1775,102840,14
1776,102850,2
1777,102850,3
1778,102850,14
1779,104000,14
1780,104000,24
1781,104020,6
1782,104020,14
1783,104100,2
1784,104100,14
1785,104100,24
1786,104200,3
1787,104200,14
1788,104900,2
1789,104900,3
1790,104900,14
1791,104900,19
1792,105000,3
1793,105000,14
1794,105100,3
1795,105100,6
1796,105100,14
1797,105300,6
1798,105300,14
1799,105420,2
1800,105420,14
1801,105450,21
1802,105450,24
1803,105600,2
1804,105600,3
1805,105600,14
1806,105600,19
1807,105700,2
1808,105700,3
1809,105700,14
1810,105800,2
1811,105800,6
1812,105800,14
1813,107100,2
1814,107100,14
1815,107100,19
1816,107200,2
1817,107200,14
1818,107200,19
1819,107200,24
1820,107300,14
1821,107300,19
1822,107310,14
1823,107310,19
1824,107410,2
1825,107410,21
1826,107410,24
1827,107600,2
1828,107600,6
1829,107600,14
1830,108110,19
1831,108110,21
1832,108200,6
1833,108200,14
1834,108200,24
1835,108210,6
1836,108210,21
1837,108210,24
1838,108500,2
1839,108500,14
1840,108500,24
1841,108600,9
1842,108600,14
1843,108600,19
1844,108600,21
1845,108700,2
1846,108700,18
1847,108710,2
1848,108710,3
1849,108800,2
1850,109200,6
1851,109200,14
1852,109500,2
1853,109500,14
1854,109600,3
1855,109600,11
1856,109600,15
1857,109600,19
1858,109700,14
1859,109700,24
1860,110400,14
1861,110400,18
1862,110500,2
1863,110500,14
1864,110600,2
1865,110600,14
1866,110610,2
1867,110610,14
1868,110630,2
1869,110630,14
1870,110800,3
1871,110800,24
1872,111000,6
