appdeveloper_id,appid,developer_id
639,32440,5323
640,32440,16059
641,32450,16059
642,32460,9225
643,32470,11806
644,32500,1262
645,32510,16059
646,32610,11050
647,32620,11050
648,32630,11050
649,32640,11050
650,32650,11050
651,32660,11050
652,32670,11050
653,32680,13065
654,32710,11050
655,32720,11050
656,32730,11050
657,32740,11050
658,32750,11050
659,32760,11050
660,32770,11050
661,32900,4867
662,33100,13911
663,33110,13911
664,33120,13911
665,33130,13911
666,33180,13911
667,33230,16293
668,33320,16293
669,33390,2309
670,33460,16292
671,33520,2276
672,33520,5718
673,33520,12243
674,33570,1239
675,33600,12985
676,33610,12985
677,33620,15084
678,33650,7254
679,33660,8534
680,33670,8
681,33670,523
682,33680,17621
683,33760,1505
684,33770,4475
685,33790,6593
686,33900,2123
687,33930,2123
688,33950,734
689,33980,2704
690,33990,2704
691,34010,11157
692,34030,3357
693,34030,5323
694,34190,14931
695,34410,6632
696,34420,16373
697,34500,13430
698,34600,16944
699,34630,16944
700,34640,16944
701,34800,2944
702,34810,2943
703,34820,2943
704,34830,2943
705,34870,2943
706,34900,7566
707,34920,7566
708,35000,7591
709,35070,7025
710,35130,3445
711,35140,5323
712,35140,13175
713,35300,6190
714,35310,15205
715,35320,15205
716,35450,16139
717,35460,15437
718,35480,12272
719,35600,5712
720,35700,5760
721,35720,5760
722,35800,4113
723,36000,13431
724,36100,13484
725,36130,13484
726,36180,13484
727,36210,13484
728,36240,13484
729,36300,13484
730,36310,13484
731,36320,2649
732,36900,115
733,36910,115
734,37000,7218
735,37010,5734
736,37030,2749
737,37100,2940
738,37210,1780
739,37220,666
740,37230,17651
741,37240,12101
742,37260,16901
743,37270,12101
744,37280,13505
745,37300,12101
746,37310,318
747,37320,12101
748,37330,12101
749,37340,13505
750,37370,12101
751,37380,12101
752,37390,12101
753,37400,14029
754,37500,17560
755,37600,16558
756,37700,228
757,37800,6014
758,37960,7700
759,38000,7700
760,38070,7700
761,38080,6955
762,38090,6955
763,38100,6955
764,38110,6955
765,38120,548
766,38130,548
767,38140,548
768,38150,548
769,38160,548
770,38170,1386
771,38180,1386
772,38190,1386
773,38210,14446
774,38230,4868
775,38400,7548
776,38410,1920
777,38420,36
778,38430,17363
779,38450,13847
780,38460,1833
781,38490,13847
782,38600,14906
783,38700,16245
784,38720,16245
785,38740,16245
786,39000,1158
787,39000,16699
788,39110,14511
789,39120,16125
790,39140,14511
791,39150,14511
792,39190,6094
793,39200,6094
794,39210,14511
795,39500,11936
796,39510,11936
797,39520,173
798,39540,11826
799,39560,7019
800,39630,15719
801,39640,15719
802,39650,155
803,39660,155
804,39670,2660
805,39680,13318
806,39690,14432
807,39800,4082
808,39900,17748
809,40100,6094
810,40200,13403
811,40210,13403
812,40300,11936
813,40320,14743
814,40330,915
815,40340,915
816,40350,915
817,40380,15384
818,40390,11936
819,40400,1093
820,40420,1093
821,40500,9508
822,40700,759
823,40720,759
824,40930,15583
825,40950,5399
826,40970,5399
827,40980,5399
828,40990,7322
829,41000,3415
830,41070,3415
831,41100,8551
832,41300,10877
833,41400,4393
834,41500,13325
835,41600,16726
836,41660,11139
837,41680,7413
838,41700,6561
839,41740,7218
840,41800,12257
841,41900,7587
842,42000,16124
843,42120,5285
844,42140,5285
845,42170,5285
846,42210,6877
847,42220,6877
848,42230,6877
849,42500,3728
850,42670,12682
851,42700,16086
852,42810,3446
853,42850,1895
854,42890,8355
855,42910,1167
856,42920,10653
857,42930,55
858,42940,55
859,42950,55
860,42960,11607
861,42980,11607
862,42990,8354
863,43000,4320
864,43100,2061
865,43190,8621
866,43500,12747
867,43600,6877
868,44100,10728
869,44350,3056
870,44350,5323
871,44360,3055
872,44600,13959
873,44680,13959
874,44690,13959
875,45000,2488
876,45100,1195
877,45300,5901
878,45400,10641
879,45410,10641
880,45420,10641
881,45450,10641
882,45700,2546
883,45710,502
884,45720,2550
885,45730,11449
886,45740,2560
887,45750,2550
888,45760,2546
889,45770,2560
890,46000,9264
891,46200,14084
892,46250,15535
893,46260,4775
894,46270,17348
895,46280,17348
896,46290,49
897,46340,49
898,46350,16373
899,46360,49
900,46370,14245
901,46380,8892
902,46400,2999
903,46400,6800
904,46410,3001
905,46440,12576
906,46450,13920
907,46480,9988
908,46490,9988
909,46500,9988
910,46510,9988
911,46520,9889
912,46520,11171
913,46540,6801
914,46550,9798
915,46570,13920
916,46600,3898
917,46700,16002
918,46710,16002
919,46720,3602
920,46730,3602
921,46740,7222
922,46750,3739
923,46760,16002
924,46770,10453
925,46790,11077
926,46830,16002
927,46840,16002
928,46850,4522
929,47110,6326
930,47120,6332
931,47130,6326
932,47400,5399
933,47410,5399
934,47700,4581
935,47730,1832
936,47780,16728
937,47790,4746
938,47800,14547
939,47810,1832
940,47870,3405
941,47890,15607
942,47920,14116
943,48000,12097
944,48110,16303
945,48150,5120
946,48190,16293
947,48240,2056
948,48240,12889
949,48700,15159
950,48720,15159
951,48800,16884
952,48950,16521
953,49000,12101
954,49300,10906
955,49320,10906
956,49470,14548
957,49520,1258
958,49520,1260
959,49520,6121
960,49600,3084
961,49800,10433
962,49810,10433
963,49900,1610
964,50000,11042
965,50130,98
966,50130,5323
967,50300,17436
968,50510,4328
969,50910,1759
970,50920,1759
971,50930,1759
972,50940,1759
973,50960,1759
974,50970,1759
975,50980,1759
976,50990,1759
977,51000,1759
978,51010,1759
979,51020,1759
980,51030,1759
981,51060,1760
982,55000,2011
983,55040,2011
984,55100,4115
985,55100,8274
986,55110,16815
987,55140,4320
988,55140,12611
989,55140,15719
990,55150,12897
991,55230,16815
992,57000,11490
993,57200,4253
994,57300,5709
995,57620,6071
996,57640,12985
997,57650,12747
998,57680,6631
999,57690,6631
1000,57700,9830
1001,57740,1794
1002,57740,3227
1003,57800,14696
1004,57900,6121
1005,58200,2267
1006,58230,2267
1007,58400,1818
1008,58520,3520
1009,58550,3520
1010,58560,11739
1011,58570,11739
1012,58610,5019
1013,60340,10422
1014,60350,10422
1015,60600,14342
1016,60700,179
1017,60800,2925
1018,61100,17476
1019,61310,2930
1020,61500,16149
1021,61510,16149
1022,61520,16149
1023,61600,13640
1024,61700,2575
1025,61730,2575
1026,62000,5403
1027,62100,17758
1028,63000,1779
1029,63110,1868
1030,63200,16278
1031,63500,13238
1032,63610,3515
1033,63650,3515
1034,63660,3515
1035,63700,5903
1036,63710,5903
1037,63800,9311
1038,63900,7503
1039,63910,8299
1040,63940,49
1041,63960,49
1042,64000,4140
1043,65070,12076
1044,65070,12784
1045,65080,2649
1046,65270,6227
1047,65400,12717
1048,65500,14779
1049,65530,10089
1050,65540,11936
1051,65560,4688
1052,65600,5884
1053,65600,9405
1054,65600,16119
1055,65610,14432
1056,65710,2704
1057,65730,2123
1058,65740,2123
1059,65780,2123
1060,65790,2123
1061,65800,16078
1062,65930,99
1063,65980,1258
1064,65980,1260
1065,65980,5383
1066,67000,4240
1067,67370,4115
1068,70000,218
1069,70100,5125
1070,70110,5125
1071,70120,5125
1072,70200,7184
1073,70210,7184
1074,70300,15459
1075,70400,4606
1076,70420,4606
1077,70500,6491
1078,70600,15359
1079,70620,15359
1080,70640,15359
1081,70650,15359
1082,70660,15359
1083,70900,2016
1084,71000,14605
1085,71230,13664
1086,71240,13664
1087,71260,13664
1088,71340,4021
1089,72000,5156
1090,72400,15932
1091,72850,1725
1092,72900,2953
1093,73010,3121
1094,73060,10356
1095,73170,9642
1096,73190,476
1097,73210,11607
1098,73220,1566
1099,78000,12236
1100,80000,2092
1101,80200,12812
1102,80300,7697
1103,80310,8099
1104,80330,16901
1105,80340,16901
1106,80350,16901
1107,80360,16901
1108,90200,6227
1109,90400,12894
1110,91100,4126
1111,91200,24
1112,91330,1384
1113,91330,17354
1114,91600,3075
1115,91700,14782
1116,91800,1449
1117,91810,1449
1118,91900,14629
1119,92000,3713
1120,92100,6159
1121,92100,13014
1122,92200,12066
1123,92210,12066
1124,92220,12066
1125,92300,5147
1126,92400,3207
1127,92600,17340
1128,92700,1924
1129,92800,17606
1130,92900,375
1131,93200,12416
1132,94000,14753
1133,94200,5367
1134,94300,3030
1135,94400,9900
1136,94590,15414
1137,94620,14754
1138,95000,14459
1139,95300,677
1140,95400,3052
1141,95400,14398
1142,95700,11783
1143,95900,138
1144,95900,6029
1145,96000,3095
1146,96100,11671
1147,96200,8570
1148,96800,7315
1149,96900,5386
1150,97000,10431
1151,97100,15797
1152,97110,15797
1153,97120,15797
1154,97130,15797
1155,97330,14547
1156,98100,8613
1157,98200,10215
1158,98300,13912
1159,98400,5542
1160,98500,5940
1161,98600,17691
1162,98800,6095
1163,98900,13911
1164,99100,1624
1165,99120,8422
1166,99300,1365
1167,99400,3855
1168,99410,3855
1169,99700,10770
1170,99900,6496
1171,99910,6496
1172,100980,11903
1173,102200,10487
1174,102400,9946
1175,102500,122
1176,102500,1768
1177,102600,13124
1178,102810,16521
1179,102840,8486
1180,102850,16049
1181,104000,3029
1182,104020,3029
1183,104100,7838
1184,104200,1756
1185,104900,14467
1186,105000,3595
1187,105100,14607
1188,105300,9544
1189,105420,16234
1190,105450,4879
1191,105600,12715
1192,105700,13639
1193,105800,12457
1194,107100,14997
1195,107200,10122
1196,107300,17640
1197,107310,17640
1198,107410,2123
1199,107600,14522
1200,108110,9045
1201,108200,3838
1202,108210,3838
1203,108500,14760
1204,108600,15561
1205,108700,3237
1206,108700,10370
1207,108700,12907
1208,108710,12907
1209,108800,3456
1210,109200,4844
1211,109500,12002
1212,109600,3437
1213,109700,6780
1214,110400,4097
1215,110500,4113
1216,110600,12222
1217,110610,12222
1218,110630,12223
1219,110800,13169
1220,110800,15267
1221,111000,15992
1222,111010,15993
1223,111100,11523
1224,111400,10764
1225,111600,10257
1226,112100,14449
1227,113020,12156
1228,113200,4654
1229,113400,9048
1230,113420,9048
1231,115100,4319
1232,115110,4319
1233,115120,4319
1234,115200,6561
1235,115210,6561
1236,115220,6561
1237,115320,12565
1238,115800,3578
1239,116100,4626
1240,200010,502
1241,200020,14410
1242,200080,6877
1243,200130,7254
1244,200150,11245
1245,200150,13593
1246,200170,15359
1247,200190,5774
1248,200190,12092
1249,200210,3879
1250,200210,17140
1251,200230,52
1252,200260,5323
1253,200260,13175
1254,200370,17637
1255,200390,16376
1256,200410,1857
1257,200490,2123
1258,200510,5322
1259,200510,5323
1260,200510,5383
1261,200550,12747
1262,200670,8
1263,200670,523
1264,200710,13325
1265,200900,10770
1266,200900,14847
1267,200960,14449
1268,200980,14449
1269,200990,14449
1270,201000,14449
1271,201010,14449
1272,201070,3708
1273,201210,3987
1274,201230,3831
1275,201290,7639
1276,201290,14579
1277,201420,16245
1278,201480,3415
1279,201480,16790
1280,201490,1427
1281,201510,15256
1282,201570,2192
1283,201790,13124
1284,201810,9380
1285,201870,16293
1286,202130,3517
1287,202200,14579
1288,202310,2388
1289,202370,15771
1290,202410,12707
1291,202670,6877
1292,202690,9132
1293,202710,6094
1294,202730,6760
1295,202750,12907
1296,202860,16373
1297,202970,16086
1298,203140,5323
1299,203140,7594
1300,203160,3445
1301,203160,4703
1302,203160,5322
1303,203160,5323
1304,203210,12416
1305,203290,16274
1306,203350,53
1307,203510,9076
1308,203560,2175
1309,203630,7504
1310,203650,13664
1311,203680,3055
1312,203750,4021
1313,203770,11607
1314,203830,3595
1315,203990,1271
1316,204030,9020
1317,204060,2574
1318,204060,7933
1319,204060,14994
1320,204100,13173
1321,204120,16059
1322,204180,4645
1323,204220,12953
1324,204240,15593
1325,204240,16252
1326,204300,13238
1327,204340,3415
1328,204360,15499
1329,204390,13019
1330,204440,10422
1331,204530,13151
1332,204560,3518
1333,204580,3638
1334,204630,16542
1335,204760,1738
1336,204860,53
1337,204880,7639
1338,204880,14579
1339,204940,11607
1340,204960,6355
1341,205020,14607
1342,205060,5903
1343,205070,5903
1344,205080,5903
1345,205090,5903
1346,205100,1138
1347,205190,16283
1348,205230,1140
1349,205270,16317
1350,205530,12257
1351,205550,13432
1352,205610,6071
1353,205650,5728
1354,205690,2249
1355,205710,3831
1356,205730,13765
1357,205810,3227
1358,205830,10422
1359,205840,11739
1360,205870,2930
1361,205910,1928
1362,205950,2025
1363,205990,7504
1364,206020,14449
1365,206040,14449
1366,206060,14449
1367,206190,15028
1368,206210,10284
1369,206230,370
1370,206250,15096
1371,206370,4440
1372,206410,5205
1373,206420,3906
1374,206440,5684
1375,206480,14557
1376,206500,2582
1377,206610,12736
1378,206690,3029
1379,207000,4858
1380,207020,4127
1381,207080,2023
1382,207140,4326
1383,207170,708
1384,207190,5113
1385,207230,3049
1386,207250,112
1387,207320,10846
1388,207350,10846
1389,207370,5467
1390,207380,15432
1391,207400,15432
1392,207420,16101
1393,207430,3818
1394,207490,5323
1395,207490,16280
1396,207530,7950
1397,207570,7407
1398,207650,10169
1399,207670,1778
1400,207690,759
1401,207710,10877
1402,207730,5114
1403,207750,4827
1404,207790,16104
1405,207930,14347
1406,208110,3515
1407,208140,792
1408,208200,7237
1409,208400,14449
1410,208460,2092
1411,208500,3055
1412,208520,6631
1413,208580,1261
1414,208580,11157
1415,208600,13876
1416,208620,10422
1417,208630,10422
1418,208640,10422
1419,208650,13175
1420,208670,5902
1421,208710,5379
1422,208730,3520
1423,208750,677
1424,209000,14473
1425,209000,16998
1426,209060,3929
1427,209080,10433
1428,209100,14096
1429,209120,2559
1430,209160,7468
1431,209190,3507
1432,209230,16973
1433,209330,1093
1434,209360,4329
1435,209370,9189
1436,209390,3518
1437,209520,15500
1438,209540,2186
1439,209610,11579
1440,209630,5728
1441,209650,12682
1442,209650,14103
1443,209670,3757
1444,209690,14898
1445,209730,17239
1446,209750,2437
1447,209790,2930
1448,209830,7842
1449,209850,7914
1450,209950,14502
1451,210170,14381
1452,210230,6877
1453,210770,3075
1454,210870,12442
1455,210950,7098
1456,210970,15647
1457,211010,13911
1458,211160,3362
1459,211180,15150
1460,211260,14483
1461,211280,4242
1462,211340,6679
1463,211360,8668
1464,211400,15441
1465,211440,14184
1466,211500,13650
1467,211580,17494
1468,211600,9138
1469,211740,9138
1470,211780,11946
1471,211800,1925
1472,211820,2913
1473,211900,7325
1474,211970,14116
1475,212010,5424
1476,212030,12468
1477,212050,17392
1478,212070,14565
1479,212110,16211
1480,212160,4011
1481,212390,3011
1482,212500,14557
1483,212630,12819
1484,212630,16298
1485,212680,14905
1486,212700,3312
1487,212780,10727
1488,212800,16790
1489,213030,17640
1490,213330,16178
1491,213350,11498
1492,213390,1883
1493,213610,13664
1494,213650,12272
1495,213670,11157
1496,213850,14547
1497,214100,4852
1498,214130,7612
1499,214150,14579
1500,214170,8753
1501,214250,16282
1502,214340,3595
1503,214360,15010
1504,214420,4253
1505,214490,3357
1506,214490,5322
1507,214490,5323
1508,214550,8486
1509,214570,4642
1510,214590,4642
1511,214610,210
1512,214630,1257
1513,214700,2011
1514,214730,4758
1515,214730,8299
1516,214730,14205
1517,214770,4440
1518,214790,4653
1519,214790,16258
1520,214830,11375
1521,214870,15535
1522,214910,138
1523,214910,6029
1524,214950,3357
1525,214970,588
1526,215080,936
1527,215160,8432
1528,215280,5806
1529,215390,16104
1530,215470,9296
1531,215510,12672
1532,215530,10653
1533,215550,14619
1534,215630,11041
1535,215670,1694
1536,215690,352
1537,215710,14898
1538,215770,11236
1539,215790,1249
1540,215830,10519
1541,215870,3518
1542,215930,7185
1543,216090,5386
1544,216110,8630
1545,216130,2517
1546,216150,10745
1547,216210,915
1548,216260,1745
1549,216290,14184
1550,216670,13301
1551,216890,3520
1552,216910,3519
1553,216930,10422
1554,217120,14522
1555,217140,14123
1556,217200,15359
1557,217270,9026
1558,217290,14276
1559,217690,4418
1560,217750,5806
1561,217790,2943
1562,217920,2920
1563,218020,14449
1564,218040,12257
1565,218060,5903
1566,218090,106
1567,218230,3831
1568,218410,8901
1569,218510,15205
1570,218620,11503
1571,218640,13855
1572,218660,3029
1573,218680,191
1574,218700,10422
1575,218740,10016
1576,218820,16101
1577,219070,8326
1578,219150,3971
1579,219190,12416
1580,219200,12416
1581,219340,14715
1582,219640,15978
1583,219680,4637
1584,219700,3518
1585,219760,8753
1586,219780,8753
1587,219830,16045
1588,219890,623
1589,219910,3595
1590,219950,13664
1591,219990,3319
1592,220090,14073
1593,220160,12842
1594,220160,16282
1595,220200,14508
1596,220240,16295
1597,220260,6227
1598,220420,6878
1599,220440,10893
1600,220460,13729
1601,220660,17683
1602,220700,8231
1603,220740,3595
1604,220780,1873
1605,220820,5122
1606,220860,14330
1607,220900,11523
1608,221020,17364
1609,221040,2546
1610,221100,2123
1611,221180,13306
1612,221180,16189
1613,221260,15941
1614,221380,4879
1615,221380,5595
1616,221380,6928
1617,221380,14067
1618,221540,6928
1619,221640,15459
1620,221680,16283
1621,221810,4319
1622,221830,8432
1623,221910,5907
1624,222140,10631
1625,222180,12788
1626,222420,3044
1627,222420,14204
1628,222440,3044
1629,222440,14204
1630,222480,2546
1631,222500,5125
1632,222520,10764
1633,222640,3518
1634,222730,304
1635,222750,5019
1636,222880,10733
1637,222940,14204
1638,222980,3463
1639,223000,10422
1640,223100,3616
1641,223220,1914
1642,223280,17670
1643,223330,1954
1644,223410,1368
1645,223430,8326
1646,223450,253
1647,223470,13329
1648,223490,7601
1649,223510,7602
1650,223710,15332
1651,223730,935
1652,223750,4584
1653,223810,10846
1654,223830,6352
1655,224000,1947
1656,224040,16234
1657,224260,10936
1658,224300,3445
1659,224460,3151
1660,224480,17543
1661,224500,13133
1662,224600,16125
1663,224700,16721
1664,224740,6095
1665,224760,12216
1666,224820,9841
1667,224860,2123
1668,224900,12736
1669,224920,3445
1670,224940,3445
