appplatform_id,appid,platform_id,weights
792,32430,2,0.5
793,32430,3,0.5
794,32440,2,0.5
795,32440,3,0.5
796,32450,3,1.0
797,32460,3,1.0
798,32470,3,1.0
799,32500,3,1.0
800,32510,3,1.0
801,32610,3,1.0
802,32620,3,1.0
803,32630,3,1.0
804,32640,3,1.0
805,32650,3,1.0
806,32660,3,1.0
807,32670,3,1.0
808,32680,3,1.0
809,32710,3,1.0
810,32720,3,1.0
811,32730,3,1.0
812,32740,3,1.0
813,32750,3,1.0
814,32760,3,1.0
815,32770,3,1.0
816,32900,3,1.0
817,33100,3,1.0
818,33110,3,1.0
819,33120,3,1.0
820,33130,3,1.0
821,33180,3,1.0
822,33230,3,1.0
823,33320,3,1.0
824,33390,3,1.0
825,33460,3,1.0
826,33520,3,1.0
827,33570,3,1.0
828,33600,1,0.3333333333333333
829,33600,2,0.3333333333333333
830,33600,3,0.3333333333333333
831,33610,3,1.0
832,33620,3,1.0
833,33650,3,1.0
834,33660,3,1.0
835,33670,3,1.0
836,33680,1,0.3333333333333333
837,33680,2,0.3333333333333333
838,33680,3,0.3333333333333333
839,33760,3,1.0
840,33770,3,1.0
841,33790,2,0.5
842,33790,3,0.5
843,33900,3,1.0
844,33930,3,1.0
845,33950,3,1.0
846,33980,3,1.0
847,33990,3,1.0
848,34010,3,1.0
849,34030,2,0.5
850,34030,3,0.5
851,34190,3,1.0
852,34410,3,1.0
853,34420,3,1.0
854,34500,3,1.0
855,34600,3,1.0
856,34630,3,1.0
857,34640,3,1.0
858,34800,3,1.0
859,34810,3,1.0
860,34820,3,1.0
861,34830,3,1.0
862,34870,3,1.0
863,34900,3,1.0
864,34920,3,1.0
865,35000,3,1.0
866,35070,3,1.0
867,35130,3,1.0
868,35140,2,0.5
869,35140,3,0.5
870,35300,3,1.0
871,35310,3,1.0
872,35320,3,1.0
873,35450,3,1.0
874,35460,3,1.0
875,35480,1,0.3333333333333333
876,35480,2,0.3333333333333333
877,35480,3,0.3333333333333333
878,35600,3,1.0
879,35700,1,0.3333333333333333
880,35700,2,0.3333333333333333
881,35700,3,0.3333333333333333
882,35720,1,0.3333333333333333
883,35720,2,0.3333333333333333
884,35720,3,0.3333333333333333
885,35800,2,0.5
886,35800,3,0.5
887,36000,2,0.5
888,36000,3,0.5
889,36100,3,1.0
890,36130,3,1.0
891,36180,3,1.0
892,36210,3,1.0
893,36240,3,1.0
894,36300,3,1.0
895,36310,3,1.0
896,36320,3,1.0
897,36900,3,1.0
898,36910,3,1.0
899,37000,3,1.0
900,37010,3,1.0
901,37030,3,1.0
902,37100,2,0.5
903,37100,3,0.5
904,37210,2,0.5
905,37210,3,0.5
906,37220,2,0.5
907,37220,3,0.5
908,37230,2,0.5
909,37230,3,0.5
910,37240,2,0.5
911,37240,3,0.5
912,37260,3,1.0
913,37270,2,0.5
914,37270,3,0.5
915,37280,2,0.5
916,37280,3,0.5
917,37300,2,0.5
918,37300,3,0.5
919,37310,2,0.5
920,37310,3,0.5
921,37320,2,0.5
922,37320,3,0.5
923,37330,2,0.5
924,37330,3,0.5
925,37340,2,0.5
926,37340,3,0.5
927,37370,2,0.5
928,37370,3,0.5
929,37380,2,0.5
930,37380,3,0.5
931,37390,2,0.5
932,37390,3,0.5
933,37400,3,1.0
934,37500,3,1.0
935,37600,2,0.5
936,37600,3,0.5
937,37700,3,1.0
938,37800,2,0.5
939,37800,3,0.5
940,37960,3,1.0
941,38000,3,1.0
942,38070,3,1.0
943,38080,3,1.0
944,38090,3,1.0
945,38100,3,1.0
946,38110,3,1.0
947,38120,3,1.0
948,38130,3,1.0
949,38140,3,1.0
950,38150,3,1.0
951,38160,3,1.0
952,38170,3,1.0
953,38180,3,1.0
954,38190,3,1.0
955,38210,3,1.0
956,38230,3,1.0
957,38400,3,1.0
958,38410,3,1.0
959,38420,3,1.0
960,38430,3,1.0
961,38450,3,1.0
962,38460,3,1.0
963,38490,3,1.0
964,38600,2,0.5
965,38600,3,0.5
966,38700,1,0.3333333333333333
967,38700,2,0.3333333333333333
968,38700,3,0.3333333333333333
969,38720,1,0.3333333333333333
970,38720,2,0.3333333333333333
971,38720,3,0.3333333333333333
972,38740,1,0.3333333333333333
973,38740,2,0.3333333333333333
974,38740,3,0.3333333333333333
975,39000,3,1.0
976,39110,3,1.0
977,39120,3,1.0
978,39140,3,1.0
979,39150,3,1.0
980,39190,3,1.0
981,39200,3,1.0
982,39210,3,1.0
983,39500,3,1.0
984,39510,3,1.0
985,39520,3,1.0
986,39540,3,1.0
987,39560,3,1.0
988,39630,3,1.0
989,39640,3,1.0
990,39650,3,1.0
991,39660,3,1.0
992,39670,3,1.0
993,39680,3,1.0
994,39690,3,1.0
995,39800,1,0.3333333333333333
996,39800,2,0.3333333333333333
997,39800,3,0.3333333333333333
998,39900,3,1.0
999,40100,3,1.0
1000,40200,3,1.0
1001,40210,3,1.0
1002,40300,3,1.0
1003,40320,3,1.0
1004,40330,3,1.0
1005,40340,3,1.0
1006,40350,3,1.0
1007,40380,3,1.0
1008,40390,3,1.0
1009,40400,1,0.3333333333333333
1010,40400,2,0.3333333333333333
1011,40400,3,0.3333333333333333
1012,40420,1,0.3333333333333333
1013,40420,2,0.3333333333333333
1014,40420,3,0.3333333333333333
1015,40500,3,1.0
1016,40700,2,0.5
1017,40700,3,0.5
1018,40720,3,1.0
1019,40930,3,1.0
1020,40950,3,1.0
1021,40970,3,1.0
1022,40980,3,1.0
1023,40990,3,1.0
1024,41000,3,1.0
1025,41070,1,0.3333333333333333
1026,41070,2,0.3333333333333333
1027,41070,3,0.3333333333333333
1028,41100,1,0.3333333333333333
1029,41100,2,0.3333333333333333
1030,41100,3,0.3333333333333333
1031,41300,1,0.3333333333333333
1032,41300,2,0.3333333333333333
1033,41300,3,0.3333333333333333
1034,41400,3,1.0
1035,41500,2,0.5
1036,41500,3,0.5
1037,41600,3,1.0
1038,41660,3,1.0
1039,41680,3,1.0
1040,41700,3,1.0
1041,41740,3,1.0
1042,41800,1,0.3333333333333333
1043,41800,2,0.3333333333333333
1044,41800,3,0.3333333333333333
1045,41900,1,0.3333333333333333
1046,41900,2,0.3333333333333333
1047,41900,3,0.3333333333333333
1048,42000,3,1.0
1049,42120,3,1.0
1050,42140,3,1.0
1051,42170,2,0.5
1052,42170,3,0.5
1053,42210,2,0.5
1054,42210,3,0.5
1055,42220,2,0.5
1056,42220,3,0.5
1057,42230,2,0.5
1058,42230,3,0.5
1059,42500,3,1.0
1060,42670,3,1.0
1061,42700,3,1.0
1062,42810,3,1.0
1063,42850,3,1.0
1064,42890,3,1.0
1065,42910,3,1.0
1066,42920,3,1.0
1067,42930,3,1.0
1068,42940,3,1.0
1069,42950,3,1.0
1070,42960,3,1.0
1071,42980,3,1.0
1072,42990,3,1.0
1073,43000,3,1.0
1074,43100,3,1.0
1075,43190,3,1.0
1076,43500,3,1.0
1077,43600,3,1.0
1078,44100,3,1.0
1079,44350,3,1.0
1080,44360,3,1.0
1081,44600,3,1.0
1082,44680,3,1.0
1083,44690,3,1.0
1084,45000,3,1.0
1085,45100,1,0.3333333333333333
1086,45100,2,0.3333333333333333
1087,45100,3,0.3333333333333333
1088,45300,3,1.0
1089,45400,2,0.5
1090,45400,3,0.5
1091,45410,3,1.0
1092,45420,2,0.5
1093,45420,3,0.5
1094,45450,1,0.3333333333333333
1095,45450,2,0.3333333333333333
1096,45450,3,0.3333333333333333
1097,45700,3,1.0
1098,45710,3,1.0
1099,45720,3,1.0
1100,45730,3,1.0
1101,45740,3,1.0
1102,45750,3,1.0
1103,45760,3,1.0
1104,45770,3,1.0
1105,46000,2,0.5
1106,46000,3,0.5
1107,46200,3,1.0
1108,46250,3,1.0
1109,46260,3,1.0
1110,46270,3,1.0
1111,46280,3,1.0
1112,46290,3,1.0
1113,46340,3,1.0
1114,46350,3,1.0
1115,46360,3,1.0
1116,46370,3,1.0
1117,46380,3,1.0
1118,46400,3,1.0
1119,46410,3,1.0
1120,46440,3,1.0
1121,46450,3,1.0
1122,46480,3,1.0
1123,46490,3,1.0
1124,46500,2,0.5
1125,46500,3,0.5
1126,46510,2,0.5
1127,46510,3,0.5
1128,46520,3,1.0
1129,46540,3,1.0
1130,46550,3,1.0
1131,46570,3,1.0
1132,46600,3,1.0
1133,46700,3,1.0
1134,46710,3,1.0
1135,46720,3,1.0
1136,46730,3,1.0
1137,46740,3,1.0
1138,46750,3,1.0
1139,46760,3,1.0
1140,46770,1,0.3333333333333333
1141,46770,2,0.3333333333333333
